calendar-year,setting-1,need-1,academic-year-1,setting-2,need-2,academic-year-2
2013,NONSEND,NONSEND,-2,B,T,-1
2013,B,X,10,B,X,11
2013,F,Y,7,F,Y,8
2013,A,T,4,A,T,5
2013,B,Y,13,S,Y,14
2013,NONSEND,NONSEND,5,B,T,6
2013,NONSEND,NONSEND,0,B,T,1
2013,A,U,12,A,U,13
2013,B,T,5,A,T,6
2013,B,T,6,B,T,7
2013,B,U,3,B,U,4
2013,NONSEND,NONSEND,-2,A,U,-1
2013,B,T,3,B,T,4
2013,B,U,4,B,U,5
2013,B,T,2,B,T,3
2013,B,T,10,B,T,11
2013,A,T,11,A,T,12
2013,NONSEND,NONSEND,-3,A,U,-2
2013,NONSEND,NONSEND,-1,B,T,0
2013,F,Y,1,F,Y,2
2013,A,U,-1,A,U,0
2013,B,T,9,B,T,10
2013,L,Y,5,NONSEND,NONSEND,6
2013,B,T,0,B,T,1
2013,B,T,7,B,T,8
2013,A,T,7,A,T,8
2013,B,V,6,B,V,7
2013,A,T,13,A,T,14
2013,A,U,13,NONSEND,NONSEND,14
2013,J,V,1,J,V,2
2013,B,U,10,B,U,11
2013,B,Y,11,NONSEND,NONSEND,12
2013,B,U,12,NONSEND,NONSEND,13
2013,K,X,12,NONSEND,NONSEND,13
2013,B,T,9,B,T,10
2013,B,T,2,B,T,3
2013,B,U,10,B,U,11
2013,K,T,2,K,T,3
2013,NONSEND,NONSEND,-3,P,U,-2
2013,B,T,9,B,T,10
2013,F,Y,1,F,Y,2
2013,A,Y,12,A,Y,13
2013,B,T,4,B,T,5
2013,B,U,4,B,U,5
2013,B,T,4,B,T,5
2013,B,T,10,B,T,11
2013,NONSEND,NONSEND,-3,J,Y,-2
2013,NONSEND,NONSEND,-1,B,Y,0
2013,A,U,7,A,U,8
2013,B,T,0,F,T,1
2013,B,T,1,B,T,2
2013,A,V,6,A,V,7
2013,B,T,1,B,T,2
2013,A,X,8,A,X,9
2013,B,T,3,B,T,4
2013,B,U,5,B,U,6
2013,A,T,7,A,T,8
2013,B,T,6,B,T,7
2013,L,T,9,L,T,10
2013,I,U,0,I,U,1
2013,B,T,3,B,T,4
2013,P,T,-2,B,T,-1
2013,B,T,5,B,T,6
2013,H,T,13,H,T,14
2013,A,T,7,A,T,8
2013,NONSEND,NONSEND,-1,B,T,0
2013,B,T,1,B,T,2
2013,A,T,0,A,T,1
2013,A,T,1,A,T,2
2013,A,T,2,A,T,3
2013,B,T,2,B,T,3
2013,B,T,0,B,T,1
2013,B,T,2,B,T,3
2013,B,U,0,B,U,1
2013,B,T,5,B,T,6
2013,D,X,7,NONSEND,NONSEND,8
2013,I,T,2,I,T,3
2013,F,U,8,F,U,9
2013,B,T,1,B,T,2
2013,NONSEND,NONSEND,7,B,Y,8
2013,A,X,6,B,X,7
2013,R,X,10,R,X,11
2013,F,T,1,F,T,2
2013,B,U,11,B,U,12
2013,NONSEND,NONSEND,0,B,X,1
2013,B,U,9,B,U,10
2013,L,T,10,L,T,11
2013,B,T,3,B,T,4
2013,A,U,11,A,U,12
2013,B,Y,1,B,Y,2
2013,B,X,3,B,X,4
2013,E,T,6,E,T,7
2013,B,U,8,B,U,9
2013,B,T,-1,B,T,0
2013,B,X,11,NONSEND,NONSEND,12
2013,B,T,2,B,T,3
2013,B,T,1,B,T,2
2013,NONSEND,NONSEND,0,B,U,1
2013,A,T,12,A,T,13
2013,H,U,11,H,U,12
2013,A,U,6,A,U,7
2013,B,Y,1,B,Y,2
2013,F,T,2,F,T,3
2013,F,W,12,F,W,13
2013,H,T,10,H,T,11
2013,A,U,1,A,U,2
2013,D,T,7,D,T,8
2013,B,Y,8,B,Y,9
2013,A,X,7,A,X,8
2013,NONSEND,NONSEND,3,B,T,4
2013,F,Y,1,F,Y,2
2013,C,T,10,C,T,11
2013,B,U,10,B,U,11
2013,B,T,0,B,T,1
2013,A,Y,-2,A,Y,-1
2013,B,T,12,NONSEND,NONSEND,13
2013,B,U,12,NONSEND,NONSEND,13
2013,B,T,10,B,T,11
2013,NONSEND,NONSEND,1,B,T,2
2013,A,T,3,A,T,4
2013,B,T,8,B,T,9
2013,B,W,13,B,W,14
2013,B,T,0,NONSEND,NONSEND,1
2013,NONSEND,NONSEND,3,E,T,4
2013,B,Y,10,B,Y,11
2013,B,Y,13,NONSEND,NONSEND,14
2013,NONSEND,NONSEND,0,B,T,1
2013,L,Y,11,L,Y,12
2013,B,X,10,B,X,11
2013,B,V,11,B,V,12
2013,B,T,5,B,T,6
2013,B,V,11,B,V,12
2013,R,T,12,R,T,13
2013,A,U,9,A,U,10
2013,F,T,1,F,T,2
2013,D,T,7,D,T,8
2013,B,T,4,B,T,5
2013,B,T,9,B,T,10
2013,B,T,6,B,T,7
2013,B,T,10,B,T,11
2013,B,V,3,B,V,4
2013,NONSEND,NONSEND,-1,F,T,0
2013,A,T,7,A,T,8
2013,B,T,7,B,T,8
2013,B,T,5,B,T,6
2013,R,X,10,NONSEND,NONSEND,11
2013,B,T,2,B,T,3
2013,B,X,8,B,X,9
2013,B,T,6,B,T,7
2013,B,X,9,B,X,10
2013,B,V,5,B,V,6
2013,B,Y,3,B,Y,4
2013,B,T,8,B,T,9
2013,B,X,6,A,X,7
2013,E,X,11,E,X,12
2013,A,U,6,A,U,7
2013,B,U,5,B,U,6
2013,B,T,0,B,T,1
2013,B,W,9,B,W,10
2013,B,T,7,B,T,8
2013,A,X,8,A,X,9
2013,B,U,3,B,U,4
2013,J,X,11,NONSEND,NONSEND,12
2013,B,T,4,B,T,5
2013,A,T,1,A,T,2
2013,B,T,12,NONSEND,NONSEND,13
2013,B,X,3,B,X,4
2013,B,X,9,B,X,10
2013,B,X,9,I,X,10
2013,B,T,3,B,T,4
2013,D,U,10,D,U,11
2013,B,T,4,B,T,5
2013,R,U,12,R,U,13
2013,NONSEND,NONSEND,0,B,T,1
2013,B,X,11,NONSEND,NONSEND,12
2013,B,T,8,B,T,9
2013,A,U,13,A,U,14
2013,B,T,5,A,T,6
2013,J,T,7,E,T,8
2013,B,W,6,B,W,7
2013,B,T,0,B,T,1
2013,R,X,6,R,X,7
2013,B,Y,10,B,Y,11
2013,B,T,9,B,T,10
2013,B,T,-1,K,T,0
2013,A,T,5,A,T,6
2013,NONSEND,NONSEND,0,A,T,1
2013,F,Y,0,A,Y,1
2013,F,Y,-1,F,Y,0
2013,A,T,14,NONSEND,NONSEND,15
2013,F,Y,-1,F,Y,0
2013,I,X,11,I,X,12
2013,B,T,6,B,T,7
2013,B,W,12,B,W,13
2013,B,T,6,B,T,7
2013,A,U,4,A,U,5
2013,B,T,4,B,T,5
2013,B,T,7,B,T,8
2013,D,X,9,D,X,10
2013,B,Y,2,B,Y,3
2013,B,T,6,B,T,7
2013,B,T,12,B,T,13
2013,B,T,5,B,T,6
2013,L,T,11,C,T,12
2013,B,T,2,B,T,3
2013,B,T,5,B,T,6
2013,B,U,11,B,U,12
2013,A,U,6,A,U,7
2013,B,U,4,B,U,5
2013,NONSEND,NONSEND,0,B,X,1
2013,L,Y,9,L,Y,10
2013,M,Y,14,NONSEND,NONSEND,15
2013,F,W,-1,F,W,0
2013,B,T,10,B,T,11
2013,A,T,10,A,T,11
2013,B,T,8,B,T,9
2013,B,X,9,A,X,10
2013,NONSEND,NONSEND,-2,P,Y,-1
2013,F,T,2,F,T,3
2013,B,Y,9,B,Y,10
2013,L,Y,11,L,Y,12
2013,B,T,9,B,T,10
2013,B,T,4,B,T,5
2013,A,U,7,A,U,8
2013,E,X,9,E,X,10
2013,E,X,6,L,X,7
2013,H,T,8,H,T,9
2013,I,U,13,NONSEND,NONSEND,14
2013,B,U,9,B,U,10
2013,NONSEND,NONSEND,0,B,T,1
2013,A,T,10,A,T,11
2013,F,V,5,F,V,6
2013,B,U,4,B,U,5
2013,NONSEND,NONSEND,2,B,X,3
2013,C,U,10,C,U,11
2013,A,W,12,A,W,13
2013,C,X,11,C,X,12
2013,B,X,10,B,X,11
2013,B,X,9,B,X,10
2013,B,T,5,B,T,6
2013,B,W,12,B,W,13
2013,NONSEND,NONSEND,5,B,T,6
2013,E,X,11,NONSEND,NONSEND,12
2013,B,Y,10,B,Y,11
2013,A,T,2,A,T,3
2013,R,T,8,R,T,9
2013,B,V,5,B,V,6
2013,B,V,6,B,V,7
2013,A,U,-2,A,U,-1
2013,NONSEND,NONSEND,11,R,U,12
2013,B,T,6,G,T,7
2013,B,T,4,B,T,5
2013,A,T,2,A,T,3
2013,B,X,6,B,X,7
2013,B,T,6,B,T,7
2013,A,U,1,A,U,2
2013,B,T,0,B,T,1
2013,NONSEND,NONSEND,-1,B,T,0
2013,E,Y,14,NONSEND,NONSEND,15
2013,B,U,0,B,U,1
2013,B,T,3,B,T,4
2013,G,Y,6,B,Y,7
2013,A,T,2,A,T,3
2013,B,X,12,NONSEND,NONSEND,13
2013,B,V,9,B,V,10
2013,NONSEND,NONSEND,3,B,T,4
2013,NONSEND,NONSEND,-1,F,T,0
2013,B,T,3,B,T,4
2013,B,T,6,A,T,7
2013,H,U,6,H,U,7
2013,B,T,2,B,T,3
2013,F,Y,7,F,Y,8
2013,F,X,10,F,X,11
2013,J,Y,4,J,Y,5
2013,A,U,12,A,U,13
2013,B,T,5,B,T,6
2013,B,U,3,B,U,4
2013,B,U,6,B,U,7
2013,A,U,8,A,U,9
2013,B,U,13,B,U,14
2013,A,X,9,A,X,10
2013,B,U,8,B,U,9
2013,NONSEND,NONSEND,0,B,X,1
2014,J,T,0,J,T,1
2014,B,U,4,B,U,5
2014,B,U,9,B,U,10
2014,B,U,6,B,U,7
2014,B,T,0,B,T,1
2014,A,T,8,A,T,9
2014,E,U,7,E,U,8
2014,A,U,12,A,U,13
2014,R,X,11,NONSEND,NONSEND,12
2014,J,T,-2,A,T,-1
2014,B,U,8,B,U,9
2014,NONSEND,NONSEND,1,B,T,2
2014,B,T,2,B,T,3
2014,B,T,6,B,T,7
2014,F,Y,2,F,Y,3
2014,A,W,10,A,W,11
2014,A,V,14,NONSEND,NONSEND,15
2014,A,U,12,A,U,13
2014,F,Y,11,NONSEND,NONSEND,12
2014,B,U,0,B,U,1
2014,B,T,6,B,T,7
2014,B,U,2,B,U,3
2014,B,U,-1,B,U,0
2014,R,X,9,R,X,10
2014,NONSEND,NONSEND,0,K,T,1
2014,B,T,2,B,T,3
2014,B,V,10,B,V,11
2014,B,X,3,B,X,4
2014,B,T,0,B,T,1
2014,A,T,8,A,T,9
2014,B,T,1,B,T,2
2014,A,U,9,A,U,10
2014,B,U,10,B,U,11
2014,F,T,2,F,T,3
2014,B,U,12,NONSEND,NONSEND,13
2014,NONSEND,NONSEND,-2,J,T,-1
2014,NONSEND,NONSEND,1,B,T,2
2014,C,U,11,C,U,12
2014,B,U,0,B,U,1
2014,B,T,7,B,T,8
2014,B,T,11,NONSEND,NONSEND,12
2014,I,U,5,I,U,6
2014,A,T,0,A,T,1
2014,B,Y,3,B,Y,4
2014,B,T,7,B,T,8
2014,B,T,10,B,T,11
2014,A,U,-2,A,U,-1
2014,B,Y,12,B,Y,13
2014,B,X,7,A,X,8
2014,F,Y,7,F,Y,8
2014,F,Y,7,F,Y,8
2014,A,U,5,A,U,6
2014,NONSEND,NONSEND,0,B,T,1
2014,B,Y,8,B,Y,9
2014,B,T,0,B,T,1
2014,B,T,6,B,T,7
2014,B,T,2,B,T,3
2014,A,T,13,A,T,14
2014,NONSEND,NONSEND,0,B,U,1
2014,B,Y,11,NONSEND,NONSEND,12
2014,NONSEND,NONSEND,7,N,X,8
2014,NONSEND,NONSEND,1,F,T,2
2014,B,U,1,B,U,2
2014,A,W,13,A,W,14
2014,B,W,9,B,W,10
2014,E,T,8,E,T,9
2014,F,Y,0,F,Y,1
2014,N,X,10,N,X,11
2014,N,X,11,NONSEND,NONSEND,12
2014,NONSEND,NONSEND,6,I,T,7
2014,A,T,6,A,T,7
2014,B,U,4,B,U,5
2014,H,U,12,H,U,13
2014,H,U,14,NONSEND,NONSEND,15
2014,NONSEND,NONSEND,-1,B,U,0
2014,NONSEND,NONSEND,0,B,T,1
2014,B,T,2,F,T,3
2014,B,T,6,B,T,7
2014,NONSEND,NONSEND,-3,J,U,-2
2014,B,T,2,B,T,3
2014,B,T,6,B,T,7
2014,NONSEND,NONSEND,4,B,U,5
2014,B,U,3,B,U,4
2014,B,X,9,B,X,10
2014,F,U,12,NONSEND,NONSEND,13
2014,B,T,0,B,T,1
2014,G,Y,6,G,Y,7
2014,B,T,9,B,T,10
2014,A,T,10,K,T,11
2014,I,U,1,I,U,2
2014,B,T,0,B,T,1
2014,A,U,10,A,U,11
2014,A,U,8,A,U,9
2014,B,T,4,B,T,5
2014,A,U,3,B,U,4
2014,A,T,6,C,T,7
2014,NONSEND,NONSEND,0,B,T,1
2014,B,T,3,B,T,4
2014,A,Y,12,A,Y,13
2014,B,T,6,B,T,7
2014,B,U,12,NONSEND,NONSEND,13
2014,NONSEND,NONSEND,5,B,T,6
2014,I,T,2,I,T,3
2014,B,U,-1,B,U,0
2014,I,U,4,I,U,5
2014,A,U,8,A,U,9
2014,E,T,8,E,T,9
2014,F,Y,0,F,Y,1
2014,F,T,4,F,T,5
2014,A,T,4,A,T,5
2014,B,W,10,B,W,11
2014,A,U,8,A,U,9
2014,A,X,5,A,X,6
2014,B,T,0,B,T,1
2014,B,T,2,B,T,3
2014,F,Y,5,F,Y,6
2014,B,T,11,B,T,12
2014,B,T,12,B,T,13
2014,NONSEND,NONSEND,0,B,T,1
2014,E,U,12,NONSEND,NONSEND,13
2014,B,U,10,B,U,11
2014,A,U,0,A,U,1
2014,NONSEND,NONSEND,2,B,T,3
2014,A,T,13,A,T,14
2014,A,U,9,A,U,10
2014,I,X,10,I,X,11
2014,B,T,5,B,T,6
2014,F,T,1,F,T,2
2014,B,U,10,B,U,11
2014,B,T,1,A,T,2
2014,E,T,8,E,T,9
2014,B,T,1,B,T,2
2014,B,Y,10,B,Y,11
2014,A,T,5,A,T,6
2014,A,U,7,A,U,8
2014,B,T,10,B,T,11
2014,B,U,3,B,U,4
2014,A,U,0,A,U,1
2014,B,X,9,B,X,10
2014,B,V,2,B,V,3
2014,A,W,13,A,W,14
2014,B,T,9,B,T,10
2014,F,Y,1,F,Y,2
2014,NONSEND,NONSEND,6,B,U,7
2014,NONSEND,NONSEND,0,B,T,1
2014,A,U,0,A,U,1
2014,F,Y,5,F,Y,6
2014,NONSEND,NONSEND,1,B,T,2
2014,D,X,9,D,X,10
2014,B,U,6,B,U,7
2014,B,T,7,B,T,8
2014,B,T,10,J,T,11
2014,N,X,11,NONSEND,NONSEND,12
2014,B,T,2,B,T,3
2014,B,T,14,NONSEND,NONSEND,15
2014,B,U,4,B,U,5
2014,B,Y,2,B,Y,3
2014,B,Y,10,B,Y,11
2014,B,T,5,B,T,6
2014,B,T,5,B,T,6
2014,B,U,0,L,U,1
2014,B,W,13,B,W,14
2014,B,T,5,B,T,6
2014,B,U,5,B,U,6
2014,B,T,4,NONSEND,NONSEND,5
2014,B,T,3,B,T,4
2014,E,T,3,E,T,4
2014,Q,T,-1,A,T,0
2014,R,U,13,NONSEND,NONSEND,14
2014,B,T,8,B,T,9
2014,A,W,1,NONSEND,NONSEND,2
2014,B,T,5,B,T,6
2014,A,X,10,NONSEND,NONSEND,11
2014,F,Y,9,F,Y,10
2014,B,X,6,B,X,7
2014,B,U,4,B,U,5
2014,B,T,2,B,T,3
2014,B,V,8,B,V,9
2014,H,T,12,H,T,13
2014,B,Y,-1,B,Y,0
2014,NONSEND,NONSEND,1,K,T,2
2014,L,Y,10,L,Y,11
2014,B,T,7,B,T,8
2014,NONSEND,NONSEND,-3,P,Y,-2
2014,H,T,7,H,T,8
2014,B,U,1,B,U,2
2014,B,X,9,I,X,10
2014,L,Y,12,L,Y,13
2014,NONSEND,NONSEND,0,B,T,1
2014,B,T,8,B,T,9
2014,B,Y,7,B,Y,8
2014,NONSEND,NONSEND,-2,B,T,-1
2014,B,T,1,B,T,2
2014,B,T,2,B,T,3
2014,NONSEND,NONSEND,0,B,T,1
2014,P,Y,-2,B,Y,-1
2014,B,T,0,B,T,1
2014,NONSEND,NONSEND,7,D,X,8
2014,A,T,2,A,T,3
2014,R,U,6,R,U,7
2014,B,T,7,B,T,8
2014,K,U,14,NONSEND,NONSEND,15
2014,B,X,11,NONSEND,NONSEND,12
2014,NONSEND,NONSEND,-1,B,T,0
2014,B,T,5,B,T,6
2014,NONSEND,NONSEND,-3,P,Y,-2
2014,P,U,-2,B,U,-1
2014,Q,T,-1,A,T,0
2014,R,X,10,R,X,11
2014,B,T,6,B,T,7
2014,B,U,0,B,U,1
2014,NONSEND,NONSEND,-2,B,T,-1
2014,B,T,2,NONSEND,NONSEND,3
2014,B,T,7,B,T,8
2014,B,U,1,B,U,2
2014,F,T,6,B,T,7
2014,A,T,3,A,T,4
2014,B,T,3,L,T,4
2014,B,U,1,B,U,2
2014,NONSEND,NONSEND,0,B,T,1
2014,NONSEND,NONSEND,-2,B,T,-1
2014,NONSEND,NONSEND,3,B,T,4
2014,A,U,6,A,U,7
2014,NONSEND,NONSEND,3,B,U,4
2014,R,X,9,R,X,10
2014,A,T,2,A,T,3
2014,B,T,4,B,T,5
2014,B,U,7,B,U,8
2014,D,W,10,D,W,11
2014,C,T,12,C,T,13
2014,B,V,-1,B,V,0
2014,NONSEND,NONSEND,1,B,U,2
2014,NONSEND,NONSEND,0,B,U,1
2014,NONSEND,NONSEND,-2,B,Y,-1
2014,A,T,6,A,T,7
2014,NONSEND,NONSEND,-1,B,T,0
2014,B,T,4,B,T,5
2014,A,U,-2,A,U,-1
2014,NONSEND,NONSEND,-3,A,U,-2
2014,B,T,0,B,T,1
2014,B,T,6,B,T,7
2014,L,X,10,L,X,11
2014,B,T,5,B,T,6
2014,Q,T,-1,B,T,0
2014,E,U,8,E,U,9
2014,B,Y,6,B,Y,7
2014,B,U,5,B,U,6
2014,B,T,6,B,T,7
2014,A,T,2,A,T,3
2014,A,U,8,A,U,9
2014,B,T,0,B,T,1
2014,A,U,8,A,U,9
2014,A,X,7,A,X,8
2014,A,Y,10,A,Y,11
2014,F,Y,-1,F,Y,0
2014,NONSEND,NONSEND,9,B,U,10
2014,A,T,9,A,T,10
2014,I,X,12,I,X,13
2014,A,X,12,NONSEND,NONSEND,13
2014,NONSEND,NONSEND,-2,B,T,-1
2014,A,U,11,A,U,12
2014,B,T,0,NONSEND,NONSEND,1
2014,NONSEND,NONSEND,-2,B,T,-1
2014,B,T,3,B,T,4
2014,B,T,6,B,T,7
2014,NONSEND,NONSEND,0,B,T,1
2014,B,X,3,B,X,4
2014,B,U,6,B,U,7
2014,B,U,4,B,U,5
2014,NONSEND,NONSEND,6,F,Y,7
2014,B,U,11,B,U,12
2014,B,W,7,B,W,8
2014,NONSEND,NONSEND,5,A,X,6
2014,NONSEND,NONSEND,9,R,X,10
2014,E,X,11,NONSEND,NONSEND,12
2014,B,T,0,B,T,1
2014,B,T,7,B,T,8
2014,L,T,9,L,T,10
2014,B,U,6,B,U,7
2014,B,U,4,B,U,5
2014,B,U,6,B,U,7
2014,NONSEND,NONSEND,-2,F,Y,-1
2014,B,X,7,B,X,8
2014,B,T,2,B,T,3
2014,A,T,12,A,T,13
2014,F,T,12,F,T,13
2014,A,U,10,A,U,11
2014,B,T,9,B,T,10
2014,B,U,12,B,U,13
2014,B,Y,3,B,Y,4
2014,A,X,6,B,X,7
2014,NONSEND,NONSEND,-1,B,T,0
2014,A,T,4,A,T,5
2014,F,U,9,F,U,10
2014,B,T,2,NONSEND,NONSEND,3
2014,B,Y,11,B,Y,12
2014,A,U,4,A,U,5
2014,B,Y,9,B,Y,10
2014,NONSEND,NONSEND,4,B,U,5
2014,NONSEND,NONSEND,9,R,X,10
2014,B,U,13,NONSEND,NONSEND,14
2014,A,V,5,A,V,6
2014,B,T,2,B,T,3
2014,B,U,6,B,U,7
2014,NONSEND,NONSEND,8,N,X,9
2014,B,T,6,B,T,7
2014,E,U,13,NONSEND,NONSEND,14
2014,A,U,0,NONSEND,NONSEND,1
2014,A,W,13,A,W,14
2014,F,Y,0,F,Y,1
2014,A,T,6,A,T,7
2014,NONSEND,NONSEND,11,B,U,12
2014,A,U,3,A,U,4
2014,B,T,3,B,T,4
2014,B,T,10,B,T,11
2014,B,U,1,B,U,2
2014,A,V,8,A,V,9
2014,A,T,5,A,T,6
2014,B,U,4,B,U,5
2014,Q,T,-1,A,T,0
2014,NONSEND,NONSEND,7,B,X,8
2014,A,T,3,A,T,4
2014,B,U,7,B,U,8
2014,B,X,11,NONSEND,NONSEND,12
2014,B,T,6,B,T,7
2014,NONSEND,NONSEND,-2,A,V,-1
2014,B,T,0,B,T,1
2014,B,U,5,B,U,6
2014,NONSEND,NONSEND,9,E,X,10
2014,B,Y,11,B,Y,12
2014,B,T,2,B,T,3
2014,A,U,9,A,U,10
2014,B,U,7,B,U,8
2014,B,U,-1,B,U,0
2014,B,X,9,B,X,10
2014,B,T,1,B,T,2
2014,F,Y,6,F,Y,7
2014,B,T,6,B,T,7
2014,B,T,0,B,T,1
2014,B,T,7,B,T,8
2014,E,T,12,NONSEND,NONSEND,13
2014,H,T,9,H,T,10
2014,B,U,6,B,U,7
2014,B,U,11,B,U,12
2014,B,Y,0,J,Y,1
2014,NONSEND,NONSEND,10,N,X,11
2014,B,T,10,B,T,11
2014,A,T,2,A,T,3
2014,E,X,9,E,X,10
2014,B,T,7,B,T,8
2014,B,T,1,B,T,2
2014,E,X,11,E,X,12
2014,B,T,0,NONSEND,NONSEND,1
2014,B,T,1,B,T,2
2014,B,T,2,B,T,3
2014,B,X,10,N,X,11
2014,A,U,4,A,U,5
2014,A,T,2,A,T,3
2014,B,T,4,B,T,5
2014,A,Y,1,NONSEND,NONSEND,2
2014,F,Y,4,F,Y,5
2014,A,W,5,NONSEND,NONSEND,6
2014,R,X,9,R,X,10
2014,B,X,8,B,X,9
2014,B,U,5,B,U,6
2014,B,V,8,B,V,9
2014,A,T,9,A,T,10
2014,B,U,0,B,U,1
2014,Q,T,-1,B,T,0
2014,NONSEND,NONSEND,6,F,Y,7
2014,B,T,1,A,T,2
2014,B,U,11,B,U,12
2014,R,W,5,R,W,6
2014,B,Y,0,B,Y,1
2014,NONSEND,NONSEND,2,B,U,3
2014,A,U,1,A,U,2
2014,B,X,7,D,X,8
2014,G,T,7,G,T,8
2014,B,T,4,B,T,5
2014,B,X,10,G,X,11
2014,B,T,7,B,T,8
2014,B,T,8,B,T,9
2014,B,Y,5,B,Y,6
2014,B,T,5,B,T,6
2014,G,Y,-1,G,Y,0
2014,E,T,10,E,T,11
2014,B,W,13,B,W,14
2014,A,T,4,A,T,5
2014,B,U,6,H,U,7
2014,K,T,10,NONSEND,NONSEND,11
2014,F,Y,6,F,Y,7
2014,B,T,1,B,T,2
2014,NONSEND,NONSEND,2,B,T,3
2014,NONSEND,NONSEND,-2,B,Y,-1
2014,A,U,7,A,U,8
2014,B,T,8,B,T,9
2014,B,T,-1,B,T,0
2014,NONSEND,NONSEND,6,J,V,7
2014,F,U,5,F,U,6
2014,B,T,2,B,T,3
2014,L,T,7,L,T,8
2014,B,T,4,B,T,5
2014,B,U,5,B,U,6
2014,F,T,2,F,T,3
2014,NONSEND,NONSEND,2,B,T,3
2014,B,U,8,B,U,9
2014,R,U,-1,R,U,0
2014,B,T,2,B,T,3
2014,A,T,4,A,T,5
2014,NONSEND,NONSEND,4,A,X,5
2014,A,Y,-1,A,Y,0
2014,B,T,1,B,T,2
2014,B,Y,4,B,Y,5
2014,B,T,6,B,T,7
2014,K,T,3,K,T,4
2014,B,T,1,B,T,2
2014,A,Y,12,NONSEND,NONSEND,13
2014,B,U,9,K,U,10
2014,B,T,10,B,T,11
2014,A,U,7,A,U,8
2014,B,V,5,B,V,6
2014,B,T,5,B,T,6
2014,N,U,11,NONSEND,NONSEND,12
2014,B,T,0,B,T,1
2014,A,X,6,B,X,7
2014,B,T,2,B,T,3
2014,B,T,0,B,T,1
2014,I,V,11,I,V,12
2014,B,U,4,B,U,5
2014,A,U,11,A,U,12
2014,B,T,8,B,T,9
2014,I,T,10,I,T,11
2014,B,T,14,NONSEND,NONSEND,15
2014,F,U,13,NONSEND,NONSEND,14
2014,A,U,10,A,U,11
2014,NONSEND,NONSEND,0,B,T,1
2014,N,X,12,N,X,13
2014,NONSEND,NONSEND,3,A,X,4
2014,B,X,9,B,X,10
2014,NONSEND,NONSEND,-2,B,T,-1
2014,B,T,4,B,T,5
2014,B,V,8,B,V,9
2014,NONSEND,NONSEND,-1,B,T,0
2014,D,T,8,E,T,9
2014,F,Y,8,F,Y,9
2014,R,U,11,R,U,12
2014,B,T,4,B,T,5
2014,A,T,3,A,T,4
2014,B,W,10,B,W,11
2014,NONSEND,NONSEND,3,B,T,4
2014,A,U,6,A,U,7
2014,B,Y,5,B,Y,6
2014,B,Y,11,B,Y,12
2014,R,X,7,R,X,8
2014,NONSEND,NONSEND,-1,F,T,0
2014,B,T,2,B,T,3
2014,NONSEND,NONSEND,-2,B,T,-1
2014,L,U,7,L,U,8
2014,B,T,9,B,T,10
2014,B,T,1,A,T,2
2014,A,U,-1,A,U,0
2014,B,T,11,NONSEND,NONSEND,12
2014,A,U,2,A,U,3
2014,B,U,5,B,U,6
2014,A,T,11,K,T,12
2014,H,T,11,H,T,12
2014,A,U,0,A,U,1
2014,A,U,2,A,U,3
2014,B,V,7,B,V,8
2014,B,T,5,B,T,6
2014,A,T,-1,A,T,0
2014,B,U,13,NONSEND,NONSEND,14
2014,N,X,11,NONSEND,NONSEND,12
2014,A,T,1,A,T,2
2014,B,T,2,B,T,3
2014,B,T,4,B,T,5
2014,NONSEND,NONSEND,2,B,T,3
2014,J,T,5,B,T,6
2014,B,T,1,NONSEND,NONSEND,2
2014,B,U,11,B,U,12
2014,B,T,3,B,T,4
2014,F,Y,9,F,Y,10
2014,H,Y,7,H,Y,8
2014,B,Y,10,B,Y,11
2014,B,X,1,A,X,2
2014,NONSEND,NONSEND,0,B,X,1
2014,A,T,10,A,T,11
2014,A,U,2,A,U,3
2014,B,X,8,B,X,9
2014,I,X,8,I,X,9
2014,B,T,13,NONSEND,NONSEND,14
2014,B,T,2,B,T,3
2014,B,U,5,B,U,6
2014,B,W,14,B,W,15
2014,I,U,4,I,U,5
2014,B,T,6,B,T,7
2014,B,T,6,B,T,7
2014,B,T,3,B,T,4
2014,B,Y,4,NONSEND,NONSEND,5
2014,A,T,6,A,T,7
2014,NONSEND,NONSEND,4,A,T,5
2014,B,U,1,B,U,2
2014,NONSEND,NONSEND,1,B,U,2
2014,F,V,7,B,V,8
2014,B,U,13,B,U,14
2014,B,Y,5,B,Y,6
2014,B,Y,1,B,Y,2
2014,NONSEND,NONSEND,2,B,T,3
2014,NONSEND,NONSEND,-2,B,T,-1
2014,B,X,11,NONSEND,NONSEND,12
2014,B,X,4,B,X,5
2014,NONSEND,NONSEND,-1,B,T,0
2014,L,Y,10,L,Y,11
2014,B,Y,1,B,Y,2
2014,C,U,11,C,U,12
2014,B,U,3,B,U,4
2014,B,T,1,B,T,2
2014,NONSEND,NONSEND,-3,A,U,-2
2014,B,U,9,NONSEND,NONSEND,10
2014,A,U,7,A,U,8
2014,B,X,7,B,X,8
2014,H,U,11,H,U,12
2014,B,T,11,B,T,12
2014,R,U,12,R,U,13
2014,NONSEND,NONSEND,-1,B,T,0
2014,A,T,8,A,T,9
2014,NONSEND,NONSEND,10,B,U,11
2014,NONSEND,NONSEND,-1,B,T,0
2014,J,Y,5,B,Y,6
2014,A,U,11,A,U,12
2014,A,T,11,A,T,12
2014,B,T,6,B,T,7
2014,A,T,0,A,T,1
2014,A,X,4,A,X,5
2014,A,U,7,A,U,8
